timestamp,axis1,axis2,axis3,sadeh,cole-kripke
2012-06-27T18:59:00Z,172,343,433,W,S
2012-06-27T19:00:00Z,0,0,0,S,S
2012-06-27T19:01:00Z,0,0,0,S,S
2012-06-27T19:02:00Z,117,134,248,W,S
2012-06-27T19:03:00Z,0,0,0,S,S
2012-06-27T19:04:00Z,0,0,0,S,S
2012-06-27T19:05:00Z,74,43,86,S,S
2012-06-27T19:06:00Z,0,0,0,S,S
2012-06-27T19:07:00Z,75,172,192,S,S
2012-06-27T19:08:00Z,0,0,0,S,S
2012-06-27T19:09:00Z,0,0,0,S,S
2012-06-27T19:10:00Z,0,0,0,S,S
2012-06-27T19:11:00Z,0,0,0,S,S
2012-06-27T19:12:00Z,36,140,148,S,S
2012-06-27T19:13:00Z,0,0,0,S,S
2012-06-27T19:14:00Z,0,0,41,S,S
2012-06-27T19:15:00Z,0,0,38,S,S
2012-06-27T19:16:00Z,0,0,44,S,S
2012-06-27T19:17:00Z,0,0,0,S,S
2012-06-27T19:18:00Z,0,0,0,S,S
2012-06-27T19:19:00Z,0,4,30,S,S
2012-06-27T19:20:00Z,0,0,20,S,S
2012-06-27T19:21:00Z,0,0,0,S,S
2012-06-27T19:22:00Z,127,192,194,S,S
2012-06-27T19:23:00Z,0,0,0,S,W
2012-06-27T19:24:00Z,114,130,238,W,W
2012-06-27T19:25:00Z,3456,3021,3885,W,W
2012-06-27T19:26:00Z,327,550,553,W,W
2012-06-27T19:27:00Z,0,0,0,W,W
2012-06-27T19:28:00Z,1290,1097,1646,W,W
2012-06-27T19:29:00Z,1858,1610,1950,W,W
2012-06-27T19:30:00Z,0,0,0,W,W
2012-06-27T19:31:00Z,0,0,0,W,W
2012-06-27T19:32:00Z,0,0,0,W,W
2012-06-27T19:33:00Z,0,0,0,W,W
2012-06-27T19:34:00Z,0,0,0,S,S
2012-06-27T19:35:00Z,0,0,0,S,S
2012-06-27T19:36:00Z,45,43,148,S,S
2012-06-27T19:37:00Z,0,0,0,S,S
2012-06-27T19:38:00Z,0,0,0,S,S
2012-06-27T19:39:00Z,0,0,0,S,S
2012-06-27T19:40:00Z,21,24,107,S,S
2012-06-27T19:41:00Z,0,0,0,S,S
2012-06-27T19:42:00Z,6,19,43,S,S
2012-06-27T19:43:00Z,0,0,0,S,S
2012-06-27T19:44:00Z,0,0,0,S,S
2012-06-27T19:45:00Z,0,0,28,S,S
2012-06-27T19:46:00Z,20,25,50,S,W
2012-06-27T19:47:00Z,0,0,0,S,W
2012-06-27T19:48:00Z,1788,1186,1825,W,W
2012-06-27T19:49:00Z,589,864,1031,W,W
2012-06-27T19:50:00Z,0,0,0,W,W
2012-06-27T19:51:00Z,2354,1654,2237,W,W
2012-06-27T19:52:00Z,51,94,107,W,W
2012-06-27T19:53:00Z,0,0,0,W,W
2012-06-27T19:54:00Z,0,0,0,W,W
2012-06-27T19:55:00Z,0,0,0,S,W
2012-06-27T19:56:00Z,0,0,0,S,S
